Taxon	Mnemonic	Scientific name	Common name	Synonym	Other Names	Reviewed	Rank	Lineage	Parent	Virus hosts
941322		Escherichia coli O25b:H4-ST131			Escherichia coli 515958; Escherichia coli MLST 131; Escherichia coli Multi Locus Sequence Type 131; Escherichia coli O25b:H4 str. EC958; Escherichia coli O25b:H4-ST131 str. EC958; Escherichia coli ST131; Escherichia coli Sequence Type 131	annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1302237		Escherichia coli O25b:ST131						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1332189		Escherichia coli O25b:ST131 str. JIE186				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	1302237	
2048780		Escherichia coli O25:H16						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
2067421		Escherichia coli O25:H4						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1446707		Escherichia coli O25:NM						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1446708		Escherichia coli O25:NM str. E2539C1			Escherichia coli E2539C1			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	1446707	
404399		Escherichia coli O26				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1055534		Escherichia coli O26 str. RM10386			Escherichia coli O26 strain RM10386			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	404399	
1055533		Escherichia coli O26 str. RM8426			Escherichia coli O26 strain RM8426			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	404399	
376724		Escherichia coli O26:H-				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1446709		Escherichia coli O26:H1						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1446715		Escherichia coli O26:H1 str. 2009C-4747			Escherichia coli 2009C-4747			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	1446709	
244319		Escherichia coli O26:H11				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1446710		Escherichia coli O26:H11 str. 03-3500			Escherichia coli 03-3500; Escherichia coli O26:H1 str. 03-3500			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	244319	
1446500		Escherichia coli O26:H11 str. 05-3646			Escherichia coli 05-3646			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	244319	
1446711		Escherichia coli O26:H11 str. 06-3464			Escherichia coli 06-3464; Escherichia coli O26:H1 str. 06-3464			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	244319	
991908		Escherichia coli O26:H11 str. 10140						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	244319	
1446712		Escherichia coli O26:H11 str. 2009C-3612			Escherichia coli 2009C-3612; Escherichia coli O26:H1 str. 2009C-3612			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	244319	
1446713		Escherichia coli O26:H11 str. 2009C-3689			Escherichia coli 2009C-3689; Escherichia coli O26:H1 str. 2009C-3689			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	244319	
1446714		Escherichia coli O26:H11 str. 2009C-3996			Escherichia coli 2009C-3996; Escherichia coli O26:H1 str. 2009C-3996			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	244319	
1446716		Escherichia coli O26:H11 str. 2009C-4760			Escherichia coli 2009C-4760; Escherichia coli O26:H1 str. 2009C-4760			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	244319	
1446717		Escherichia coli O26:H11 str. 2009C-4826			Escherichia coli 2009C-4826; Escherichia coli O26:H1 str. 2009C-4826			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	244319	
1446718		Escherichia coli O26:H11 str. 2010C-3051			Escherichia coli 2010C-3051; Escherichia coli O26:H1 str. 2010C-3051			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	244319	
1446719		Escherichia coli O26:H11 str. 2010C-3472			Escherichia coli 2010C-3472; Escherichia coli O26:H1 str. 2010C-3472			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	244319	
1446720		Escherichia coli O26:H11 str. 2010C-3871			Escherichia coli 2010C-3871; Escherichia coli O26:H1 str. 2010C-3871			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	244319	
1446721		Escherichia coli O26:H11 str. 2010C-3902			Escherichia coli 2010C-3902; Escherichia coli O26:H1 str. 2010C-3902			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	244319	
1446722		Escherichia coli O26:H11 str. 2010C-4244			Escherichia coli 2010C-4244; Escherichia coli O26:H1 str. 2010C-4244			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	244319	
1446723		Escherichia coli O26:H11 str. 2010C-4430			Escherichia coli 2010C-4430; Escherichia coli O26:H1 str. 2010C-4430			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	244319	
1446724		Escherichia coli O26:H11 str. 2010C-4819			Escherichia coli 2010C-4819; Escherichia coli O26:H1 str. 2010C-4819			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	244319	
1446725		Escherichia coli O26:H11 str. 2010C-4834			Escherichia coli 2010C-4834; Escherichia coli O26:H1 str. 2010C-4834			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	244319	
1446726		Escherichia coli O26:H11 str. 2010C-5028			Escherichia coli 2010C-5028; Escherichia coli O26:H1 str. 2010C-5028			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	244319	
1446727		Escherichia coli O26:H11 str. 2010EL-1699			Escherichia coli 2010EL-1699; Escherichia coli O26:H1 str. 2010EL-1699			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	244319	
1446728		Escherichia coli O26:H11 str. 2011C-3270			Escherichia coli 2011C-3270; Escherichia coli O26:H1 str. 2011C-3270			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	244319	
1446729		Escherichia coli O26:H11 str. 2011C-3274			Escherichia coli 2011C-3274; Escherichia coli O26:H1 str. 2011C-3274			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	244319	
1446730		Escherichia coli O26:H11 str. 2011C-3282			Escherichia coli 2011C-3282; Escherichia coli O26:H1 str. 2011C-3282			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	244319	
1446731		Escherichia coli O26:H11 str. 2011C-3387			Escherichia coli 2011C-3387; Escherichia coli O26:H1 str. 2011C-3387			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	244319	
1446732		Escherichia coli O26:H11 str. 2011C-3506			Escherichia coli 2011C-3506; Escherichia coli O26:H1 str. 2011C-3506			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	244319	
1446733		Escherichia coli O26:H11 str. 2011C-3655			Escherichia coli 2011C-3655; Escherichia coli O26:H1 str. 2011C-3655			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	244319	
991909		Escherichia coli O26:H11 str. 6629						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	244319	
1232150		Escherichia coli O26:H11 str. CFSAN001629						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	244319	
1165950		Escherichia coli O26:H11 str. CVM10021			Escherichia coli O26:H11 strain CVM10021	annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	244319	
1165951		Escherichia coli O26:H11 str. CVM10026			Escherichia coli O26:H11 strain CVM10026			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	244319	
1165952		Escherichia coli O26:H11 str. CVM10030			Escherichia coli O26:H11 strain CVM10030	annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	244319	
1165953		Escherichia coli O26:H11 str. CVM10224			Escherichia coli O26:H11 strain CVM10224	annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	244319	
1165949		Escherichia coli O26:H11 str. CVM9942			Escherichia coli O26:H11 strain CVM9942			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	244319	
1163738		Escherichia coli O26:H11 str. CVM9952			Escherichia coli O26:H11 strain CVM9952			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	244319	
573235	ECO26	Escherichia coli O26:H11 (strain 11368 / EHEC)			Escherichia coli O26:H11 11368; Escherichia coli O26:H11 str. 11368; Escherichia coli O26:H11 strain 11368	reviewed		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	244319	
404398		Escherichia coli O26:H11:K60				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
2491687		Escherichia coli O26:H32						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
404394		Escherichia coli O26:NM				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1446734		Escherichia coli O26:NM str. 2010C-4347			Escherichia coli 2010C-4347			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	404394	
1446735		Escherichia coli O26:NM str. 2010C-4788			Escherichia coli 2010C-4788			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	404394	
1095710		Escherichia coli O27						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1095721		Escherichia coli O27 str. E47a						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	1095710	
2170737		Escherichia coli O27:H20				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
2048781		Escherichia coli O27:H7						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
2809257		Escherichia coli O28ac						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
935870		Escherichia coli O28ac:H-						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1446736		Escherichia coli O28ac:NM						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1446737		Escherichia coli O28ac:NM str. 02-3404			Escherichia coli 02-3404			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	1446736	
1095711		Escherichia coli O29						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1095722		Escherichia coli O29 str. Su4338-41						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	1095711	
2079157		Escherichia coli O2:H1						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
2491690		Escherichia coli O2:H14						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
2100491		Escherichia coli O2:H32						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1963783		Escherichia coli O2:H40				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1963784		Escherichia coli O2:H49				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1502658		Escherichia coli O2:H6						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
2234097		Escherichia coli O3						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1095712		Escherichia coli O30						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1095723		Escherichia coli O30 str. P2a						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	1095712	
2184072		Escherichia coli O32						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1167693		Escherichia coli O32:H37						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1167694		Escherichia coli O32:H37 str. P4			Escherichia coli O32:H37 strain P4	annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	1167693	
1010802		Escherichia coli O33						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1010812		Escherichia coli O33 str. E40						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	1010802	
1010803		Escherichia coli O34						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1010813		Escherichia coli O34 str. H304						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	1010803	
2072460		Escherichia coli O35						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
2079158		Escherichia coli O36						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
2100480		Escherichia coli O36:H5						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
2100506		Escherichia coli O38:H26						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
2491692		Escherichia coli O39:H21						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
2079159		Escherichia coli O39:H4						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1446738		Escherichia coli O39:NM						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1446739		Escherichia coli O39:NM str. F8704-2			Escherichia coli F8704-2			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	1446738	
2162914		Escherichia coli O40						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
2234099		Escherichia coli O409						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
2100494		Escherichia coli O40:H32						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
404388		Escherichia coli O41:H-				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
2067432		Escherichia coli O41:H11						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
2100493		Escherichia coli O41:H45						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
735324		Escherichia coli O42:H37				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
2233553		Escherichia coli O43						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1055541		Escherichia coli O43 str. RM10042			Escherichia coli O103 str. RM10042; Escherichia coli O43 strain RM10042			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	2233553	
2100516		Escherichia coli O43:H14						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
2491683		Escherichia coli O43:H2						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
861906		Escherichia coli O44:H18				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
216592	ECO44	Escherichia coli O44:H18 (strain 042 / EAEC)			EAEC 042; Escherichia coli 042; Escherichia coli str. 042; Escherichia coli strain 042; enteroaggregative Escherichia coli strain 042	reviewed		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	861906	
2364650		Escherichia coli O45						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
2491876		Escherichia coli O45:H11						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1078032		Escherichia coli O45:H2						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1446740		Escherichia coli O45:H2 str. 01-3147			Escherichia coli 01-3147			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	1078032	
1078033		Escherichia coli O45:H2 str. 03-EN-705			Escherichia coli O45:H2 strain 03-EN-705	annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	1078032	
1446741		Escherichia coli O45:H2 str. 2009C-3686			Escherichia coli 2009C-3686			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	1078032	
1446742		Escherichia coli O45:H2 str. 2009C-4780			Escherichia coli 2009C-4780			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	1078032	
1446743		Escherichia coli O45:H2 str. 2010C-3876			Escherichia coli 2010C-3876			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	1078032	
1446744		Escherichia coli O45:H2 str. 2010C-4211			Escherichia coli 2010C-4211			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	1078032	
585035	ECO45	Escherichia coli O45:K1 (strain S88 / ExPEC)			Escherichia coli S88; Escherichia coli str. S88; Escherichia coli strain S88	reviewed		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
991917		Escherichia coli O45:NM						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
991918		Escherichia coli O45:NM str. G4						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	991917	
2100486		Escherichia coli O49:H9						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
2491878		Escherichia coli O4:H5						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1010795		Escherichia coli O5				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1010804		Escherichia coli O5 str. U1-41						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	1010795	
1963785		Escherichia coli O50				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
2079160		Escherichia coli O51						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
404387		Escherichia coli O51:H-				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
2802036		Escherichia coli O51:H21						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
2067426		Escherichia coli O53						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
2100483		Escherichia coli O53:H10						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
2802037		Escherichia coli O53:H18						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
2184075		Escherichia coli O54						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
2170726		Escherichia coli O55						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
482458		Escherichia coli O55:H2				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
244315		Escherichia coli O55:H51				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
366837		Escherichia coli O55:H6				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
244320		Escherichia coli O55:H7				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1446745		Escherichia coli O55:H7 str. 06-3555			Escherichia coli 06-3555			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	244320	
926029		Escherichia coli O55:H7 str. 3256-97			Escherichia coli O55:H7 str. 3256-97 TW 07815; Escherichia coli O55:H7 strain 3256-97 TW 07815	annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	244320	
1048689		Escherichia coli O55:H7 str. RM12579			Escherichia coli O55:H7 strain RM12579	annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	244320	
1243649		Escherichia coli O55:H7 str. TB182A			Escherichia coli EC1233; Escherichia coli TB182A			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	244320	
926030		Escherichia coli O55:H7 str. USDA 5905			Escherichia coli O55:H7 str. USDA5905; Escherichia coli O55:H7 strain USDA 5905	annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	244320	
701177	ECOCB	Escherichia coli O55:H7 (strain CB9615 / EPEC)			Escherichia coli O55:H7 CB9615; Escherichia coli O55:H7 str. CB9615; Escherichia coli O55:H7 strain CB9615	reviewed		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	244320	
2072461		Escherichia coli O57:H16						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
577672		Escherichia coli O5:H-				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1268238		Escherichia coli O5:K4(L):H4 str. ATCC 23502						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	1010795	
217992		Escherichia coli O6				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1010805		Escherichia coli O6 str. Bi7458-41						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	217992	
1450175		Escherichia coli O63				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
244321		Escherichia coli O63:H6				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
341037		Escherichia coli O63:HNM				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
2162912		Escherichia coli O65						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
2293846		Escherichia coli O68						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
2773706		Escherichia coli O68:H12						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1446749		Escherichia coli O69:H11						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1446750		Escherichia coli O69:H11 str. 06-3325			Escherichia coli 06-3325			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	1446749	
1446751		Escherichia coli O69:H11 str. 07-3763			Escherichia coli 07-3763			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	1446749	
1446752		Escherichia coli O69:H11 str. 07-4281			Escherichia coli 07-4281			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	1446749	
1446753		Escherichia coli O69:H11 str. 08-4661			Escherichia coli 08-4661			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	1446749	
1446754		Escherichia coli O69:H11 str. 2009C-3601			Escherichia coli 2009C-3601			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	1446749	
2802038		Escherichia coli O69:H5						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
199310	ECOL6	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)			Escherichia coli CFT073; Escherichia coli str. CFT073; Escherichia coli strain CFT073	reviewed		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1446746		Escherichia coli O6:H16						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1446747		Escherichia coli O6:H16 str. 99-3165			Escherichia coli 99-3165			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	1446746	
1446748		Escherichia coli O6:H16 str. F5656C1			Escherichia coli F5656C1			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	1446746	
1370106		Escherichia coli O6:H16:CFA/II						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1370107		Escherichia coli O6:H16:CFA/II str. B2C			Escherichia coli B2C			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	1370106	
